id,12m_call_history,acq_method,ann_prm_amt,bi_limit_group,channel,digital_contact_ind,geo_group,has_prior_carrier,home_lot_sq_footage,household_group,household_policy_counts,newest_veh_age,pay_type_code,pol_edeliv_ind,prdct_sbtyp_grp,product_sbtyp,telematics_ind,tenure_at_snapshot,trm_len_mo,call_counts
224,0,method4,545.99,NonAuto,Others,0,suburban,0,119526,1dwelling,1,-20,type1,0,C,type1,-2,5,12,0
225,3,method2,184.09,NonAuto,Others,0,urban,0,5107,1dwelling,1,-20,type2,0,B,type2,-2,193,12,5
226,4,method4,1258.3,NonAuto,Retail,1,suburban,0,14541,1dwelling,1,-20,type1,1,A,type1,-2,0,12,71
227,7,method3,493.3,NonAuto,Retail,0,urban,0,36995,1dwelling,1,-20,type3,1,A,type3,-2,2,12,105
228,0,method2,869.33,SPGrp4,Retail,1,rural,0,75543,2autodwelling,2,44,type2,0,B,type2,-1,152,6,20
229,1,method1,1955.18,NonAuto,Others,0,urban,1,74935,1dwelling,1,-20,type1,0,B,type1,-2,219,12,10
230,8,missing,349.49,NonAuto,Others,0,rural,0,12527,1dwelling,1,-20,type3,0,A,type3,-2,16,12,22
231,0,method1,621.33,NonAuto,Others,0,urban,0,31070,1dwelling,1,-20,type2,0,B,type2,-2,95,12,32
232,12,method1,1190.26,CSLGrp2,Retail,0,suburban,1,16495,2autodwelling,2,8,type2,0,C,type2,1,245,6,191
233,2,method1,1446.14,NonAuto,Retail,1,suburban,1,120214,1dwelling,1,-20,type1,1,B,type1,-2,57,12,0
234,0,method2,689.68,CSLGrp1,Retail,1,rural,1,13587,2autodwelling,2,89,type1,1,C,type1,1,64,6,0
235,1,method4,318.48,NonAuto,Retail,1,suburban,1,21474,1dwelling,1,-20,type1,1,A,type1,-2,34,12,21
236,3,missing,377.28,NonAuto,Others,0,urban,1,72565,1dwelling,1,-20,type1,1,A,type1,-2,3,12,0
237,1,method3,714.6,NonAuto,Retail,0,urban,0,125851,1dwelling,1,-20,type1,1,A,type1,-2,4,12,0
238,0,method3,9325.9,SPGrp3,Retail,1,suburban,0,91544,2autodwelling,1,87,type1,1,C,type1,0,5,6,0
239,3,method4,1878.66,NonAuto,Others,1,urban,0,21026,1dwelling,1,-20,type1,1,B,type1,-2,0,12,0
240,1,missing,942.11,NonAuto,Others,0,suburban,0,84075,1dwelling,1,-20,type2,0,C,type2,-2,50,12,0
241,0,method2,512.6,SPGrp4,Retail,0,rural,1,122506,2autodwelling,2,18,type2,0,C,type2,1,295,6,0
242,0,method4,1775.21,CSLGrp3,Retail,0,rural,0,20416,2autodwelling,2,55,type1,0,B,type1,0,167,6,25
243,0,method2,1990.64,CSLGrp1,Retail,1,suburban,0,82861,3autodwellingumb,4,45,type3,0,B,type3,0,340,6,0
244,5,method1,2033.78,CSLGrp1,Retail,1,suburban,0,85611,2autodwelling,2,72,type1,1,C,type1,-1,70,6,2
245,3,method1,751.12,NonAuto,Others,0,rural,1,88542,1dwelling,1,-20,type1,0,B,type1,-2,39,12,35
246,3,method4,851,SPGrp2,Retail,1,urban,0,5755,2autodwelling,2,61,type1,1,C,type1,1,0,6,99
247,0,method2,419.7,SPGrp1Miss,Retail,0,urban,0,20007,2autodwelling,2,20,type2,0,B,type2,0,193,6,9
248,11,missing,918.53,NonAuto,Retail,1,rural,0,57924,1dwelling,1,-20,type1,0,B,type1,-2,292,12,0
249,6,method1,664.84,SPGrp4,Retail,0,rural,0,41815,2autodwelling,2,55,type1,0,B,type1,1,79,6,0
250,0,missing,695.51,NonAuto,Others,1,urban,1,106035,1dwelling,1,-20,type3,1,B,type3,-2,12,12,0
251,0,method2,100.19,NonAuto,Others,1,rural,1,85207,1dwelling,1,-20,type3,1,A,type3,-2,0,12,11
252,1,method3,332.05,NonAuto,Others,0,suburban,0,63259,1dwelling,1,-20,type1,1,A,type1,-2,2,12,15
253,8,missing,704.02,CSLGrp3,Retail,0,urban,0,142836,3autodwellingumb,3,83,type1,0,B,type1,-1,114,6,70
254,5,method3,226.02,NonAuto,Others,1,urban,1,99215,1dwelling,1,-20,type1,1,B,type1,-2,26,12,117
255,1,missing,896.54,NonAuto,Retail,1,suburban,1,108517,1dwelling,1,-20,type2,0,C,type2,-2,405,12,0
256,2,missing,2235.96,CSLGrp2,Retail,0,urban,1,28771,2autodwelling,2,86,type3,0,B,type3,0,53,6,55
257,2,missing,416.23,NonAuto,Others,0,urban,1,73228,1dwelling,1,-20,type1,0,C,type1,-2,130,12,65
258,1,method1,1557.92,NonAuto,Retail,1,rural,1,31968,1dwelling,1,-20,type2,0,B,type2,-2,37,12,0
259,8,method1,976.45,SPGrp3,Retail,1,suburban,1,41851,2autodwelling,2,52,type3,1,C,type3,0,3,6,29
260,0,method3,2151.82,NonAuto,Others,0,rural,1,63415,1dwelling,1,-20,type1,1,C,type1,-2,46,12,26
261,0,missing,1122.39,NonAuto,Retail,1,suburban,0,107894,3other,4,-20,type3,1,A,type3,-2,40,12,0
262,0,method4,609.67,SPGrp4,Retail,1,suburban,0,15540,2autodwelling,3,29,type1,1,B,type1,-1,28,6,45
263,1,method3,3105.27,NonAuto,Retail,0,suburban,1,137691,1dwelling,1,-20,type2,0,A,type2,-2,201,12,16
264,3,method2,780.16,NonAuto,Retail,0,urban,0,112878,1dwelling,1,-20,type3,0,B,type3,-2,112,12,0
265,1,method4,1626.67,SPGrp3,Retail,1,urban,0,126915,3autodwellingumb,4,91,type2,-1,A,type2,-1,164,6,0
266,0,method2,1656.89,NonAuto,Others,0,rural,1,72592,1dwelling,1,-20,type1,0,A,type1,-2,20,12,19
267,1,method3,897.25,SPGrp4,Retail,0,rural,1,142915,2autodwelling,2,94,type1,1,C,type1,0,3,6,0
268,2,method3,882.43,NonAuto,Others,0,rural,1,79198,1dwelling,1,-20,type2,0,B,type2,-2,203,12,44
269,2,method3,732.7,NonAuto,Others,0,rural,1,83416,1dwelling,1,-20,type1,0,B,type1,-2,103,12,67
270,1,missing,1704.65,NonAuto,Others,0,urban,0,143989,1dwelling,1,-20,type2,0,A,type2,-2,168,12,75
271,0,method2,141.76,NonAuto,Retail,1,suburban,0,31239,3other,3,-20,type1,1,C,type1,-2,26,12,0
272,1,method2,603.4,CSLGrp1,Retail,0,rural,0,60581,2autodwelling,2,55,type3,0,C,type3,-1,84,6,0
273,1,method3,901.66,NonAuto,Others,1,suburban,1,32630,1dwelling,1,-20,type1,1,B,type1,-2,13,12,0
274,2,method4,3215.67,CSLGrp2,Retail,0,suburban,1,147470,2autodwelling,2,87,type1,1,C,type1,0,94,6,6
275,1,method3,663.21,NonAuto,Retail,1,suburban,1,53456,3other,3,-20,type1,1,B,type1,-2,169,6,0
276,2,method4,1038.23,NonAuto,Retail,0,rural,1,11118,3other,3,-20,type2,1,A,type2,-2,172,12,0
277,0,method3,631.44,NonAuto,Retail,0,suburban,1,21217,1dwelling,1,-20,type1,1,C,type1,-2,4,12,19
278,1,method1,244.7,NonAuto,Retail,1,rural,0,7965,3other,4,-20,type2,1,B,type2,-2,30,12,103
279,1,missing,1294.52,NonAuto,Retail,0,suburban,0,78943,1dwelling,1,-20,type1,0,C,type1,-2,8,12,0
280,2,method1,227.35,NonAuto,Retail,0,suburban,1,67853,1dwelling,1,-20,type1,1,B,type1,-2,3,12,15
281,0,missing,740.06,NonAuto,Retail,0,rural,0,75347,1dwelling,1,-20,type1,0,B,type1,-2,16,12,0
282,2,method2,1833.46,NonAuto,Retail,1,rural,1,89931,1dwelling,1,-20,type1,0,B,type1,-2,30,12,83
283,1,method4,628.08,NonAuto,Retail,0,rural,0,1500,1dwelling,1,-20,type2,0,A,type2,-2,224,12,8
284,0,method4,530.3,NonAuto,Retail,0,urban,1,134603,1dwelling,1,-20,type2,0,A,type2,-2,22,12,9
285,5,method3,995.14,SPGrp3,Retail,0,urban,1,71215,2autodwelling,2,76,type1,0,C,type1,1,160,6,76
286,6,missing,773.64,NonAuto,Retail,0,suburban,0,30327,1dwelling,1,-20,type1,0,A,type1,-2,176,12,0
287,1,method3,457.68,NonAuto,Others,1,urban,1,8271,1dwelling,1,-20,type1,1,A,type1,-2,0,12,116
288,8,method1,410.3,NonAuto,Others,0,urban,0,149266,1dwelling,1,-20,type1,1,A,type1,-2,2,12,16
289,1,method1,656.71,NonAuto,Retail,0,rural,0,8831,1dwelling,1,-20,type3,0,C,type3,-2,14,12,0
290,2,method1,105.87,NonAuto,Retail,1,urban,1,47340,3other,4,-20,type3,1,B,type3,-2,48,12,31
291,1,method4,1131.49,SPGrp3,Retail,0,urban,1,147259,2autodwelling,2,9,type1,1,A,type1,0,2,6,61
292,0,method1,78.5,CSLGrp2,Retail,1,suburban,1,40355,2autodwelling,2,21,type2,1,C,type2,0,73,6,0
293,3,missing,497.56,SPGrp3,Retail,0,urban,0,58914,2autodwelling,2,50,type1,0,A,type1,-1,47,6,12
294,3,missing,823.65,NonAuto,Retail,0,suburban,0,127703,3other,4,-20,type2,0,B,type2,-2,117,12,47
295,0,method3,172.08,CSLGrp3,Retail,1,suburban,0,65939,2autodwelling,2,8,type2,1,A,type2,0,226,6,21
296,2,method3,5890.85,NonAuto,Others,0,rural,0,105610,1dwelling,1,-20,type1,0,B,type1,-2,44,12,14
297,0,method1,520.07,NonAuto,Others,0,suburban,1,1689,1dwelling,2,-20,type1,1,A,type1,-2,32,12,84
298,2,method3,128.1,NonAuto,Retail,1,suburban,0,109028,1dwelling,1,-20,type2,1,B,type2,-2,120,12,122
299,0,method3,323.08,NonAuto,Others,1,rural,1,131242,1dwelling,1,-20,type1,1,C,type1,-2,7,12,0
300,2,method4,1374.61,NonAuto,Retail,0,urban,0,75195,1dwelling,1,-20,type1,1,A,type1,-2,5,12,0
301,12,method3,1505.52,NonAuto,Retail,0,rural,0,59743,3other,3,-20,type3,1,C,type3,-2,88,12,60
302,0,method1,868.9,NonAuto,Retail,0,rural,0,88616,1dwelling,1,-20,type1,0,C,type1,-2,262,12,0
303,3,method3,765.21,CSLGrp2,Retail,0,rural,1,14601,3autodwellingumb,3,83,type2,0,B,type2,1,281,6,0
304,4,method1,994.6,NonAuto,Retail,1,rural,1,89834,1dwelling,1,-20,type1,0,A,type1,-2,246,6,70
305,1,method2,646.55,NonAuto,Others,0,urban,1,89979,1dwelling,1,-20,type1,0,B,type1,-2,166,12,41
306,0,method2,2442.35,NonAuto,Retail,0,suburban,1,70344,1dwelling,1,-20,type1,1,C,type1,-2,1,12,70
307,1,method2,391.08,SPGrp1Miss,Retail,1,rural,1,64221,2autodwelling,2,63,type1,1,B,type1,0,10,6,102
308,13,method2,862.11,NonAuto,Others,0,suburban,1,91575,1dwelling,1,-20,type2,0,A,type2,-2,88,12,96
309,3,method4,59,CSLGrp2,Retail,0,suburban,0,8735,2autodwelling,2,63,type1,1,C,type1,-1,12,6,58
310,3,method2,1088.73,CSLGrp2,Retail,0,rural,0,67373,2autodwelling,2,91,type3,0,C,type3,0,250,6,18
311,0,missing,534.93,NonAuto,Retail,0,urban,0,45287,1dwelling,1,-20,type1,1,A,type1,-2,7,12,0
312,5,method2,10611.32,SPGrp3,Retail,1,urban,0,103807,2autodwelling,2,8,type1,1,C,type1,0,0,6,42
313,0,missing,659.37,NonAuto,Retail,0,urban,1,118570,1dwelling,1,-20,type1,0,B,type1,-2,78,12,0
314,3,method1,525.49,NonAuto,Retail,1,rural,0,71038,3other,6,-20,type1,1,B,type1,-2,13,12,0
315,1,method4,646.18,NonAuto,Others,0,rural,0,145086,1dwelling,2,-20,type1,1,C,type1,-2,2,12,9
316,6,method1,1062.1,NonAuto,Others,0,rural,1,85328,1dwelling,1,-20,type1,0,B,type1,-2,11,12,43
317,3,method1,632.17,NonAuto,Retail,0,suburban,1,34567,1dwelling,1,-20,type1,0,B,type1,-2,81,12,65
318,1,method3,446.41,NonAuto,Retail,0,suburban,1,106584,1dwelling,1,-20,type1,0,A,type1,-2,149,12,37
319,0,missing,1028.49,NonAuto,Retail,0,suburban,0,82092,1dwelling,1,-20,type1,0,B,type1,-2,92,12,27
320,0,method3,4660.35,NonAuto,Retail,0,urban,1,99636,3other,3,-20,type1,1,B,type1,-2,97,12,0
321,4,method3,328.4,NonAuto,Others,0,rural,0,40041,1dwelling,1,-20,type1,0,A,type1,-2,4,12,0
322,1,method4,845.81,SPGrp4,Retail,1,urban,0,35663,2autodwelling,2,78,type1,1,C,type1,1,3,6,0
323,0,missing,1392.51,NonAuto,Others,0,rural,0,57896,1dwelling,1,-20,type1,1,B,type1,-2,3,12,0
324,9,method4,554.71,SPGrp3,Retail,0,rural,0,72061,2autodwelling,2,74,type2,0,B,type2,0,26,6,0
325,6,missing,1245.84,NonAuto,Others,0,suburban,1,3731,1dwelling,1,-20,type1,0,B,type1,-2,39,12,35
326,6,method3,285.02,NonAuto,Others,0,suburban,1,133094,1dwelling,1,-20,type1,0,B,type1,-2,4,12,0
327,4,method2,1124.6,SPGrp1Miss,Retail,1,rural,1,36140,2autodwelling,2,14,type3,1,B,type3,1,63,6,0
328,5,method1,684.95,CSLGrp3,Retail,0,suburban,1,41625,2autodwelling,1,65,type1,0,B,type1,1,10,6,31
329,1,method3,352.36,NonAuto,Retail,0,rural,0,100720,1dwelling,1,-20,type2,0,A,type2,-2,204,12,0
330,1,method1,315.09,NonAuto,Retail,0,rural,0,52556,1dwelling,1,-20,type2,0,B,type2,-2,267,12,0
331,0,method1,384.71,SPGrp2,Retail,1,suburban,0,107409,2autodwelling,2,60,type1,0,B,type1,0,8,6,0
332,0,method4,153.95,NonAuto,Others,1,rural,0,54006,1dwelling,1,-20,type1,1,C,type1,-2,0,12,37
333,16,method4,307.01,NonAuto,Retail,0,urban,0,75643,1dwelling,1,-20,type1,0,A,type1,-2,161,12,72
334,2,method1,480.31,NonAuto,Retail,1,urban,1,99108,1dwelling,1,-20,type2,1,C,type2,-2,34,12,0
335,0,method4,1590.88,NonAuto,Retail,1,suburban,0,3287,3other,3,-20,type2,1,C,type2,-2,27,6,70
336,3,method4,824.26,NonAuto,Others,1,suburban,0,148132,1dwelling,1,-20,type3,0,A,type3,-2,84,12,16
337,0,missing,618.51,NonAuto,Retail,0,rural,1,82064,1dwelling,1,-20,type1,0,A,type1,-2,144,12,0
338,2,method3,465.6,NonAuto,Retail,0,urban,0,115242,1dwelling,1,-20,type1,1,A,type1,-2,5,12,0
339,1,method1,651.49,NonAuto,Others,1,rural,1,76120,1dwelling,1,-20,type1,1,C,type1,-2,49,12,0
340,0,method4,104.88,SPGrp2,Retail,1,suburban,0,59067,2autodwelling,2,54,type2,1,C,type2,-1,10,6,99
341,2,method4,908.06,NonAuto,Retail,0,urban,0,11932,1dwelling,1,-20,type1,0,A,type1,-2,74,12,0
342,5,method4,304.44,NonAuto,Others,1,urban,1,4292,1dwelling,1,-20,type1,1,A,type1,-2,5,12,20
343,2,missing,5890.98,SPGrp3,Retail,0,suburban,0,45711,2autodwelling,2,17,type2,0,B,type2,1,187,6,142
344,0,method2,1014.64,NonAuto,Retail,1,rural,1,35995,1dwelling,1,-20,type1,1,B,type1,-2,59,12,0
345,0,method1,1550.67,NonAuto,Others,1,urban,0,14140,1dwelling,1,-20,type1,1,B,type1,-2,3,12,0
346,0,method1,486.02,NonAuto,Others,1,suburban,0,97602,1dwelling,1,-20,type3,1,C,type3,-2,0,12,18
347,0,method4,140.19,NonAuto,Retail,1,urban,1,10468,1dwelling,1,-20,type1,1,B,type1,-2,110,12,0
348,1,method1,713.05,NonAuto,Others,0,urban,1,136240,1dwelling,1,-20,type2,1,B,type2,-2,94,12,29
349,6,method2,274.06,NonAuto,Retail,0,rural,1,83795,1dwelling,1,-20,type3,0,C,type3,-2,133,12,103
350,2,method1,443.54,NonAuto,Retail,0,rural,0,75685,1dwelling,1,-20,type1,0,B,type1,-2,72,12,0
351,0,method4,616.78,NonAuto,Others,1,suburban,1,105448,1dwelling,1,-20,type3,1,B,type3,-2,133,12,0
352,7,missing,476.23,NonAuto,Others,0,rural,1,137569,1dwelling,1,-20,type1,0,A,type1,-2,4,12,0
353,1,method2,511.06,NonAuto,Retail,1,urban,1,10378,1dwelling,1,-20,type3,1,C,type3,-2,56,12,0
354,0,method1,509.25,NonAuto,Retail,0,urban,1,90116,1dwelling,1,-20,type2,0,A,type2,-2,246,12,0
355,4,missing,916.79,NonAuto,Retail,0,urban,0,37798,1dwelling,1,-20,type1,0,A,type1,-2,43,12,0
356,12,method2,210.76,NonAuto,Retail,0,rural,1,116994,1dwelling,1,-20,type1,1,A,type1,-2,80,12,131
357,1,method1,217.48,NonAuto,Retail,0,urban,0,43435,1dwelling,1,-20,type1,0,B,type1,-2,25,12,4
358,3,method4,1041.77,NonAuto,Retail,0,urban,0,70105,1dwelling,1,-20,type2,0,B,type2,-2,161,12,0
359,3,method3,1664.32,NonAuto,Others,1,suburban,0,144881,1dwelling,1,-20,type1,1,A,type1,-2,5,12,39
360,5,method4,872.61,NonAuto,Retail,0,suburban,1,44044,3other,2,-20,type2,0,A,type2,-2,237,12,42
361,3,method3,115.03,CSLGrp3,Retail,0,rural,0,7748,2autodwelling,1,5,type1,0,A,type1,-1,155,6,30
362,1,method4,274.82,NonAuto,Retail,1,urban,1,35121,1dwelling,1,-20,type1,0,A,type1,-2,62,12,0
363,1,missing,153.21,NonAuto,Others,0,rural,1,95935,1dwelling,1,-20,type1,0,C,type1,-2,67,12,0
364,3,missing,326.87,NonAuto,Retail,0,urban,1,135774,1dwelling,1,-20,type1,0,A,type1,-2,113,12,0
365,2,method3,524.48,NonAuto,Others,1,suburban,0,148472,1dwelling,1,-20,type2,1,C,type2,-2,1,12,77
366,1,method1,976.38,CSLGrp3,Retail,0,suburban,1,146392,2autodwelling,2,28,type1,1,A,type1,-1,0,6,56
367,0,method1,127.63,NonAuto,Others,1,urban,1,124510,1dwelling,1,-20,type1,1,B,type1,-2,0,12,3
368,4,method2,772.82,SPGrp4,Retail,0,urban,0,136740,2autodwelling,2,93,type1,0,B,type1,0,27,6,0
369,3,method3,7013.95,CSLGrp2,Retail,0,suburban,1,113794,2autodwelling,2,31,type1,1,A,type1,0,1,6,0
370,3,method4,762.38,NonAuto,Others,1,rural,0,74919,1dwelling,1,-20,type1,1,B,type1,-2,3,12,1
371,1,method2,2578.45,NonAuto,Others,0,urban,1,33517,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
372,2,method2,829.45,NonAuto,Others,0,rural,0,25678,1dwelling,1,-20,type1,0,A,type1,-2,49,12,92
373,0,method2,2282.82,NonAuto,Retail,0,urban,1,112313,3other,3,-20,type1,0,A,type1,-2,70,12,9
374,0,method3,5851.21,CSLGrp2,Retail,0,rural,0,112444,2autodwelling,2,51,type2,0,C,type2,-1,165,6,16
375,1,method4,811.29,CSLGrp2,Retail,0,urban,0,149296,2autodwelling,2,81,type2,0,C,type2,1,121,6,87
376,6,missing,1008.56,NonAuto,Retail,1,rural,1,60563,3other,3,-20,type2,1,A,type2,-2,70,12,57
377,2,method3,442.57,NonAuto,Others,0,rural,1,34037,1dwelling,1,-20,type2,1,B,type2,-2,3,12,0
378,4,missing,1451.91,NonAuto,Others,1,suburban,1,3293,1dwelling,1,-20,type2,1,B,type2,-2,12,12,0
379,1,method4,334.88,NonAuto,Retail,0,suburban,1,35794,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
380,0,method2,116.4,NonAuto,Others,0,urban,1,80684,1dwelling,1,-20,type2,0,C,type2,-2,68,12,0
381,3,method4,90.45,NonAuto,Others,1,suburban,0,78164,1dwelling,1,-20,type2,0,A,type2,-2,62,12,0
382,0,method1,1908.95,SPGrp4,Retail,1,suburban,1,96715,2autodwelling,2,8,type3,0,B,type3,1,37,6,64
383,2,method1,899.05,CSLGrp1,Retail,1,rural,1,128163,3autodwellingumb,3,26,type2,0,C,type2,1,115,6,0
384,0,method3,993.81,CSLGrp1,Retail,1,suburban,0,125730,2autodwelling,2,33,type1,1,A,type1,-1,2,6,0
385,0,missing,504.25,NonAuto,Others,0,rural,1,66748,1dwelling,1,-20,type1,1,A,type1,-2,10,12,0
386,1,method3,624.18,CSLGrp2,Retail,0,suburban,0,27204,2autodwelling,2,8,type3,1,C,type3,0,36,6,0
387,1,method3,209.85,CSLGrp2,Retail,0,urban,1,72009,2autodwelling,2,32,type2,0,C,type2,-1,214,6,0
388,0,method1,295.39,NonAuto,Others,0,suburban,0,79526,1dwelling,1,-20,type1,1,A,type1,-2,17,12,68
389,1,method1,91.13,NonAuto,Others,1,urban,0,13170,1dwelling,1,-20,type2,0,B,type2,-2,146,12,28
390,4,method1,208.93,SPGrp4,Retail,1,rural,1,92295,2autodwelling,2,96,type1,1,B,type1,1,64,6,45
391,0,method4,1287.72,NonAuto,Others,0,rural,0,90077,1dwelling,1,-20,type3,0,B,type3,-2,83,12,0
392,7,method1,1317.1,NonAuto,Retail,0,urban,1,23974,3other,3,-20,type3,1,B,type3,-2,2,12,57
393,0,method2,1035.21,SPGrp2,Retail,1,urban,1,79550,2autodwelling,2,8,type2,0,C,type2,-1,191,6,128
394,9,method1,1820.86,NonAuto,Others,0,urban,1,62221,1dwelling,1,-20,type1,0,A,type1,-2,136,12,0
395,3,method4,519.55,NonAuto,Retail,0,suburban,0,125314,3other,5,-20,type3,1,B,type3,-2,29,12,49
396,20,missing,1230.56,SPGrp4,Retail,0,suburban,0,110060,3autodwellingumb,3,8,type1,0,C,type1,0,90,6,0
397,1,method4,280.3,NonAuto,Others,0,suburban,0,5399,1dwelling,1,-20,type1,1,A,type1,-2,1,12,0
398,1,method3,360.43,SPGrp3,Retail,0,suburban,1,48217,2autodwelling,2,73,type1,0,B,type1,0,165,6,0
399,4,method3,1147.67,CSLGrp2,Retail,0,rural,0,78004,2autodwelling,2,79,type3,0,B,type3,0,259,6,0
400,0,method3,41.86,CSLGrp3,Retail,0,rural,1,20018,2autodwelling,2,83,type1,0,A,type1,1,296,6,0
401,1,method1,1089.92,NonAuto,Retail,0,suburban,1,25759,1dwelling,1,-20,type1,0,C,type1,-2,111,12,31
402,1,method4,2181.64,NonAuto,Others,1,suburban,1,127405,1dwelling,1,-20,type1,1,A,type1,-2,16,12,89
403,6,missing,494.82,NonAuto,Retail,1,rural,1,106636,1dwelling,1,-20,type1,0,A,type1,-2,104,12,104
404,3,missing,836.07,NonAuto,Retail,0,suburban,1,63203,1dwelling,1,-20,type3,1,C,type3,-2,4,12,7
405,1,method2,475.61,CSLGrp3,Retail,0,suburban,0,93049,2autodwelling,2,15,type2,0,C,type2,0,293,6,36
406,1,method3,593.5,NonAuto,Others,1,rural,1,102437,1dwelling,1,-20,type1,1,C,type1,-2,6,12,0
407,1,method2,1574.59,NonAuto,Others,1,suburban,0,145562,1dwelling,1,-20,type1,1,C,type1,-2,1,12,0
408,2,method1,1681.33,NonAuto,Retail,0,urban,1,25848,1dwelling,1,-20,type1,0,C,type1,-2,110,12,0
409,11,method2,502,CSLGrp2,Retail,0,urban,0,62046,2autodwelling,2,0,type2,0,C,type2,0,270,6,21
410,0,method4,214.9,NonAuto,Retail,1,suburban,1,73716,3other,3,-20,type2,0,B,type2,-2,228,12,15
411,1,method4,3558.37,NonAuto,Retail,0,rural,1,90511,1dwelling,1,-20,type2,1,A,type2,-2,2,12,59
412,2,method2,3805.25,NonAuto,Others,1,rural,1,129826,1dwelling,1,-20,type1,1,C,type1,-2,0,12,87
413,2,missing,501.45,NonAuto,Others,0,urban,1,38104,1dwelling,1,-20,type1,0,B,type1,-2,27,12,120
414,0,method4,686.63,CSLGrp2,Retail,0,suburban,0,67484,2autodwelling,2,9,type2,0,A,type2,0,14,6,0
415,0,method1,998.5,NonAuto,Retail,1,urban,0,39656,3other,2,-20,type1,1,C,type1,-2,41,12,0
416,1,method4,261.46,NonAuto,Retail,0,rural,1,118766,1dwelling,1,-20,type1,1,A,type1,-2,56,12,0
417,2,method4,1145.57,SPGrp1Miss,Retail,0,rural,0,89480,2autodwelling,2,91,type1,1,C,type1,-1,27,6,54
418,0,method3,480.6,NonAuto,Others,1,suburban,1,149198,1dwelling,1,-20,type2,0,C,type2,-2,88,12,148
419,7,method2,67.48,NonAuto,Others,1,urban,1,51288,1dwelling,1,-20,type1,1,A,type1,-2,0,12,0
420,0,method3,624.33,NonAuto,Retail,0,rural,0,79368,1dwelling,1,-20,type1,1,B,type1,-2,8,12,0
421,1,method3,452.61,NonAuto,Retail,0,suburban,0,71989,3other,3,-20,type2,0,C,type2,-2,139,12,71
422,9,method3,725.97,NonAuto,Retail,0,rural,0,125930,1dwelling,1,-20,type1,0,B,type1,-2,71,12,106
423,2,method4,1695.81,SPGrp2,Retail,1,urban,0,90974,2autodwelling,2,8,type1,1,A,type1,0,53,6,0
424,9,method4,116.83,NonAuto,Others,0,rural,0,6775,1dwelling,1,-20,type1,0,A,type1,-2,155,12,95
425,7,method1,2545.5,NonAuto,Others,0,rural,0,140896,1dwelling,1,-20,type1,0,C,type1,-2,53,12,0
426,4,missing,65.15,NonAuto,Others,0,rural,1,117316,1dwelling,1,-20,type2,0,B,type2,-2,204,12,88
427,1,method4,353.1,NonAuto,Retail,0,urban,1,33109,1dwelling,1,-20,type1,0,A,type1,-2,90,12,12
428,2,method3,2285.28,CSLGrp1,Retail,0,rural,1,92508,2autodwelling,1,75,type1,0,B,type1,-1,73,6,0
429,3,method3,1088.21,NonAuto,Retail,1,urban,0,69874,1dwelling,1,-20,type1,1,C,type1,-2,2,12,0
430,1,method2,285.72,NonAuto,Others,1,rural,0,37846,1dwelling,1,-20,type1,1,A,type1,-2,1,12,22
431,1,method1,519.79,NonAuto,Others,0,suburban,1,27701,1dwelling,1,-20,type3,0,B,type3,-2,100,12,0
432,0,method3,1360.02,NonAuto,Others,1,suburban,1,15256,1dwelling,1,-20,type1,1,B,type1,-2,172,12,0
433,3,method3,378.52,NonAuto,Others,0,suburban,1,130250,1dwelling,1,-20,type1,1,B,type1,-2,13,12,0
434,4,method2,414.01,NonAuto,Retail,1,suburban,1,126957,3other,3,-20,type1,1,A,type1,-2,36,12,0
435,3,method2,6169.11,NonAuto,Others,0,urban,0,77900,1dwelling,1,-20,type1,0,B,type1,-2,182,12,0
436,1,method2,367.28,SPGrp3,Retail,1,suburban,0,87662,2autodwelling,2,56,type1,1,A,type1,0,67,6,0
437,0,method1,1928.08,NonAuto,Others,1,urban,0,102949,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
438,4,method2,1794.04,NonAuto,Others,1,rural,1,122215,1dwelling,1,-20,type1,1,B,type1,-2,0,12,0
439,0,missing,190.69,NonAuto,Retail,0,urban,0,52282,1dwelling,1,-20,type2,0,B,type2,-2,204,12,13
440,3,method4,615.78,NonAuto,Retail,1,rural,0,109159,3other,5,-20,type3,1,B,type3,-2,22,12,0
441,1,method3,943.25,NonAuto,Retail,0,suburban,1,53154,1dwelling,1,-20,type1,0,A,type1,-2,96,12,0
442,1,method3,402.64,NonAuto,Others,1,suburban,0,38375,1dwelling,1,-20,type3,1,A,type3,-2,38,12,0
443,2,method3,351.67,NonAuto,Others,1,rural,0,91851,1dwelling,1,-20,type1,1,C,type1,-2,10,12,47
444,5,method1,1267.31,CSLGrp1,Retail,0,urban,1,52061,2autodwelling,2,62,type2,0,C,type2,1,361,6,60
445,3,method1,2358.6,CSLGrp1,Retail,0,suburban,1,14833,2autodwelling,2,8,type1,0,A,type1,0,167,6,0
446,2,method3,1694.28,CSLGrp2,Retail,0,suburban,0,18723,2autodwelling,2,72,type1,0,A,type1,1,119,6,66
447,3,method1,549.15,NonAuto,Retail,1,suburban,1,86308,1dwelling,1,-20,type1,1,A,type1,-2,30,12,101
448,0,missing,3865.24,NonAuto,Others,1,suburban,0,90060,1dwelling,1,-20,type1,1,B,type1,-2,0,12,0
